competitor,comp_path,context_path,is_leaf,concept,source,candidates,staples_carries,gold_staples_path,note
Amazon,"Patio, Lawn & Garden > Outdoor Power Tools > Sawmills","Patio, Lawn & Garden > Outdoor Power Tools > Sawmills",True,Sawmills,verification loop,"Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories || Facilities > Grounds Maintenance > Outdoor Tools || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Hand & Power Tools > Power Tools || Facilities > Hand & Power Tools || Tools, Parts & Supplies > Power Tools || Facilities > Hand & Power Tools > Tool Storage || Tools, Parts & Supplies > Power Tools > Concrete Tools || Facilities > Hand & Power Tools > Power Tools > Cordless Tools & Accessories || Computers & Accessories > Computer Parts & Components > Power Supplies || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Salt and Pepper Shakers & Mills || Facilities > Hand & Power Tools > Power Tools > Drills",,,
OfficeDepot,Office Supplies > Labor Law & Workplace Posters > Federal & State Poster Kits,Office Supplies > Labor Law & Workplace Posters > Federal & State Poster Kits,True,Federal & State Poster Kits,verification loop,Facilities > Facilities Signs > Labor Law Posters || Office Supplies > Forms & Recordkeeping > Digital Legal Forms || Healthcare Supplies > Personal Care > Maternity > Labor & Delivery Kits || Office Supplies > Office Basics > Office Supply Kits || School Supplies > Teacher Supplies > Physical Education & Recreation > Physical Education Equipment || School Supplies > Teacher Supplies > Physical Education & Recreation || School Supplies > School Tech > Computers & Accessories for School > Student Power Banks || Office Supplies > Forms & Recordkeeping > Tax Forms || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Environmental Services || Furniture > Decor > Wall Art > Framed Posters || Hard Drives & Data Storage > Solid State Drives,,,
Walmart,Personal Care > Feminine Care > Douches,Personal Care > Feminine Care > Douches,True,Douches,verification loop,Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Personal Care > Period Care > Tampons || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Personal Care > Maternity > Perineal Spray & Wash || Healthcare Supplies > Personal Care > Skin Care > Deodorant || Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Healthcare Supplies > Personal Care || Healthcare Supplies > Personal Care > Incontinence > Underpads || Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Cases & Pouches || Office Supplies > Laminators & Supplies > Laminating Pouches & Sheets,,,
Amazon,"Patio, Lawn & Garden > Outdoor Power Tools > Hedge Trimmers","Patio, Lawn & Garden > Outdoor Power Tools > Hedge Trimmers",True,Hedge Trimmers,verification loop,"Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Grounds Maintenance > Outdoor Tools || Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories || Facilities > Grounds Maintenance > Outdoor Tools > Rakes & Leaf Blowers || Facilities > Hand & Power Tools > Power Tools > Cordless Tools & Accessories || Facilities > Hand & Power Tools > Power Tools || Tools, Parts & Supplies > Power Tools || Facilities > Hand & Power Tools > Tool Storage || Facilities > Hand & Power Tools || Facilities > Hand & Power Tools > Power Tools > Power Tool Sets || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Excavators, Hatchets & Margin Trimmers || Shipping, Packing & Mailing Supplies > Shipping Supplies > Strapping & Strapping Equipment > Edge Protectors",,,
Amazon,Electronics > Camera & Photo > Lenses,Electronics > Camera & Photo > Lenses,True,Lenses,verification loop,"Wearable Technology > Camera Glasses || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Camera & Camcorder Accessories || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Cameras & Camcorders || Gift Shop > Home, Personal & Travel > Binoculars, Cameras & Telescopes || Shredders, Projectors & Office Machines > Projectors & Accessories > Document Cameras || Phones, Cameras & Electronics || Wearable Technology > Action Cameras || Batteries & Power > Battery Shop > Camera & Camcorder Batteries & Chargers || Healthcare Supplies > Personal Dental Care > Oral Care > Mouthwashes & Rinses || Laboratory & Scientific Supplies > Labware & Consumables > Lab Dispensers",,,
Amazon,Electronics > Portable Audio & Video > Boomboxes,Electronics > Portable Audio & Video > Boomboxes,True,Boomboxes,verification loop,Audio > Portable Audio > Portable Speakers & Radios || Audio > Portable Audio || Audio > Portable Audio > Home Theater Audio > Retro Audio || Audio > Portable Audio > Home Theater Audio || Audio || Audio > Portable Audio > Voice Recorders || Audio > Headsets & Microphones || Audio > Headphones || Audio > Headphones > Headphones || Audio > Portable Audio > Home Theater Audio > Receivers & Amplifiers || Party Supplies > Wrapping Supplies > Gift Boxes & Bags || Retail Store Supplies > Retail Packaging > Food Boxes & Bags,,,
Walmart,Health and Medicine > Lip Care > Aquaphor,Health and Medicine > Lip Care > Aquaphor,True,Aquaphor,verification loop,Healthcare Supplies > Personal Care > Skin Care > Lip Balm || Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Personal Care > Skin Care > Sunscreen & Sunblock || Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Healthcare Supplies > Personal Care > Skin Care > Cleanser || Healthcare Supplies > Wound Care > Antiseptics & Antibiotics > Wound Cleanser || Furniture > Decor > Wall Art > Photography || Computers & Accessories > Computer Accessories & Peripherals > Graphic Tablets,,,
Walmart,Health and Medicine > Foot Care > ZenToes,Health and Medicine > Foot Care > ZenToes,True,ZenToes,verification loop,Healthcare Supplies > Wound Care || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Patient Care || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Ankle & Foot Supports || Healthcare Supplies > Personal Dental Care || Retail Store Supplies > Pricing & Tagging > Inventory Tags || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Post-Op Shoes,,,
Amazon,"Industrial & Scientific > Adhesives, Sealants & Lubricants > Catalysts","Industrial & Scientific > Adhesives, Sealants & Lubricants > Catalysts",True,Catalysts,verification loop,"Facilities > Adhesives, Sealants and Patching > Adhesives || Facilities > Adhesives, Sealants and Patching > Adhesives > Commercial Adhesives || Tools, Parts & Supplies > Industrial Adhesives, Sealants & Tapes || Tools, Parts & Supplies > Chemicals, Lubricants & Paints > Lubricants || Tools, Parts & Supplies > Chemicals, Lubricants & Paints || Tools, Parts & Supplies > Chemicals, Lubricants & Paints > Penetrants || Tools, Parts & Supplies > Chemicals, Lubricants & Paints > Corrosion Inhibitors || Facilities > Adhesives, Sealants and Patching || Facilities > Adhesives, Sealants and Patching > Adhesives > Sealants & Caulking || Facilities > Paint Supplies > Paint Accessories > Paint Solvents || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies > Cat Treats || Furniture > Chairs & Seating > Stools & Ottomans > Foot Rests",,,
Amazon,Industrial & Scientific > Raw Materials > Floor Grating,Industrial & Scientific > Raw Materials > Floor Grating,True,Floor Grating,verification loop,"Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Hazardous Material Lab Storage || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Tools, Parts & Supplies > Non Woven Roll Abrasive Parts & Accessories || Healthcare Supplies > Professional Dental Supplies > Impression Material & Accessories || Tools, Parts & Supplies > Measuring & Leveling Tools > Industrial Tape || Facilities > Material Handling || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Meat Preparation Equipment || Tools, Parts & Supplies > Coated Roll Abrasives || Tools, Parts & Supplies > Coated Sheet Abrasives || Cleaning Supplies > Cleaning Chemicals & Wipes > Hard Floor Care || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Pads || Facilities > Floor Mats & Flooring",,,
Walmart,Party & Occasions > Tangled Party Supplies > Tangled Cards,Party & Occasions > Tangled Party Supplies > Tangled Cards,True,Tangled Cards,verification loop,"Party Supplies > Ribbon, Bows & Wrapping Supplies || Party Supplies > Wrapping Supplies || Party Supplies > Party Favors & Costumes || Party Supplies > Wrapping Supplies > Gift Wrap & Wrapping Paper || Tools, Parts & Supplies > Cable Ties & Tie Guns || Party Supplies || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Tools, Parts & Supplies > Tie Wire || Party Supplies > Wedding Supplies || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Gift Shop > Greeting Cards || School Supplies > Teacher Supplies > Teacher Resources > Flash Cards",,,
Walmart,Health and Medicine > Digestive Health > BIOHM,Health and Medicine > Digestive Health > BIOHM,True,BIOHM,verification loop,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment || Healthcare Supplies > Professional Dental Supplies > Infection Prevention || Laboratory & Scientific Supplies > Biochemistry || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Probiotics,,,
Walmart,Home > Kitchen & Dining > Caraway,Home > Kitchen & Dining > Caraway,True,Caraway,verification loop,"Appliances & Kitchenware > Kitchenware > Kitchen Tools > Kitchen Pizza Tools || Furniture > Home & Office Tables > Breakroom & Dining Tables || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Furniture > Decor > Home & Office Decor > Living Room Accents || Appliances & Kitchenware > Kitchenware > Dining & Tableware || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Salt and Pepper Shakers & Mills || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Appliances & Kitchenware > Kitchenware > Kitchen Accessories || Furniture > Decor > Home & Office Decor || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Carafes, Kettles & Decanters || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Carafes, Pitchers & Tumblers",,,
Walmart,Health and Medicine > Caregiver > Sharper Image,Health and Medicine > Caregiver > Sharper Image,True,Sharper Image,verification loop,Healthcare Supplies > Patient Care || Healthcare Supplies > Personal Care || Healthcare Supplies > Patient Care > Beds & Bedside Care > Patient Privacy Screens || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Patient Care > Beds & Bedside Care > Patient Belonging Bags || Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Sharpeners || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Sharps Containers & Wall Brackets,,,
Amazon,Home & Kitchen > Seasonal Décor > Stockings & Holders,Home & Kitchen > Seasonal Décor > Stockings & Holders,True,Stockings & Holders,verification loop,"Furniture > Decor > Seasonal Decor || Party Supplies > Party Décor || Furniture > Decor > Seasonal Decor > Standing Decor || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Home & Office Decor || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Seasonal Decor > Holiday Lighting || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Gift Shop > Home, Personal & Travel > Passport Holders || Tools, Parts & Supplies > Chalk Reels & Marking Tools > Soapstones & Holders",,,
Walmart,Health and Medicine > Sports Medicine & Injury Recovery Solution > Gain Strength,Health and Medicine > Sports Medicine & Injury Recovery Solution > Gain Strength,True,Gain Strength,verification loop,"Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment || Healthcare Supplies > Durable Medical Equipment > Positioning Aids & Pressure Relief || School Supplies > Teacher Supplies > Physical Education & Recreation > Physical Education Equipment || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment > Traction Therapy || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment > Rehabilitation & Therapeutic Equipment || Healthcare Supplies > Durable Medical Equipment > Patient Lift & Transfer || Healthcare Supplies > First Aid || Shipping, Packing & Mailing Supplies > Shipping Supplies > Stretch & Shrink Film > Stretch Wrap || TV & Streaming Media",,,
Amazon,Industrial & Scientific > Science Education > Microscope Sample Slides,Industrial & Scientific > Science Education > Microscope Sample Slides,True,Microscope Sample Slides,verification loop,"Laboratory & Scientific Supplies || Laboratory & Scientific Supplies > Educational Materials & Accessories || Laboratory & Scientific Supplies > Lab Instruments & Equipment || School Supplies > Teacher Supplies > Physical Education & Recreation > Physical Education Equipment || Laboratory & Scientific Supplies > Lab Safety || School Supplies > Learning at Home > Educational & STEM Toys || Education || School Supplies > Teacher Supplies > Classroom Books & Digital Media || Laboratory & Scientific Supplies > Labware & Consumables > General Laboratory Supplies || School Supplies > Teacher Supplies > Physical Education & Recreation || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Microscopes, Magnification & Accessories || Computer Software > Microsoft Office",,,
Amazon,Electronics > eBook Readers & Accessories > Reading Lights,Electronics > eBook Readers & Accessories > Reading Lights,True,Reading Lights,verification loop,"School Supplies > Teacher Supplies > Classroom Books & Digital Media || School Supplies > Teacher Supplies > Classroom Books & Digital Media > Classroom Books || Office Supplies > Folders & Filing > Pocket & Presentation Folders > Presentation Books || Tablets & iPads > E-Readers || Office Supplies > Desk Organizers & Accessories > Book & Document Holders || Retail Store Supplies > Point of Sale (POS) Equipment > Credit Card Readers || Hard Drives & Data Storage > Memory Card Readers & Adapters || Computers & Accessories > Computer Parts & Components > Computer Fans || Retail Store Supplies > Retail Signage > Literature & Sign Holders || Tools, Parts & Supplies > Flashlights, Lanterns & Work Lights || Facilities > Work Lights || Facilities > Commercial Lighting, Ballasts & Bulbs > Light Bulbs",,,
Walmart,Health and Medicine > Allergy Medicine > Neilmed,Health and Medicine > Allergy Medicine > Neilmed,True,Neilmed,verification loop,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Topical Pain Relief || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > Professional Dental Supplies > Infection Prevention || Healthcare Supplies > OTC Pharmaceuticals > Hot & Cold Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > Patient Care > Medical Practice Furniture || Shipping, Packing & Mailing Supplies > Shipping Supplies > Stretch & Shrink Film > Shrink Film || Facilities > Hardware > Ceiling",,,
Amazon,Industrial & Scientific > Industrial Electrical > Decade Boxes,Industrial & Scientific > Industrial Electrical > Decade Boxes,True,Decade Boxes,verification loop,"Tools, Parts & Supplies > Measuring & Leveling Tools > Industrial Tape || Facilities > Heating & Cooling > Industrial Fans || Tools, Parts & Supplies > Hand Tools > Electrical Tools, Meters & Fish Tape || Facilities > Electrical and Wiring > Electrical || Furniture > Storage Furniture > Electronics & Computer Storage Units || Laboratory & Scientific Supplies > Controlled Environment Supplies || Computers & Accessories > Computer Parts & Components > Power Supplies || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Hazardous Material Lab Storage || Facilities > Electrical and Wiring || Batteries & Power > Power Management > Power Distribution Units || Party Supplies > Wrapping Supplies > Gift Boxes & Bags || Shipping, Packing & Mailing Supplies > Shipping Supplies > Corrugated Boxes & Pads > Shipping Boxes",,,
